Customer.ID,Total_Sales,Order_Count,Avg_Order_Value,Total_Profit,First_Order,Last_Order,Customer_Segment
AT-107353,2206,10,220.6,27.68,2012-10-25,2014-11-25,High Value
AT-107354,3831,16,239.44,974.11,2011-08-30,2014-12-18,High Value
AT-4351,540,6,90.0,102.9,2011-06-03,2014-06-02,Medium Value
AT-4352,748,19,39.37,-324.27,2012-03-14,2014-12-03,Medium Value
AT-7351,10,1,10.0,4.38,2012-02-09,2012-02-09,Low Value
AT-7352,393,5,78.6,138.69,2011-01-01,2014-10-23,Low Value
AW-108401,4229,16,264.31,1139.35,2011-11-16,2014-09-04,High Value
AW-108402,4839,18,268.83,-395.89,2011-11-30,2014-12-15,High Value
AW-108403,3480,18,193.33,635.59,2011-06-13,2013-10-30,High Value
AW-108404,649,8,81.12,65.77,2012-04-13,2014-12-11,Medium Value
AW-109301,1601,8,200.12,617.92,2012-06-19,2014-11-03,Medium Value
AW-109302,4066,7,580.86,1424.45,2011-11-07,2014-11-26,High Value
AW-109303,1713,8,214.12,648.06,2011-01-04,2014-11-06,Medium Value
AW-109304,2853,16,178.31,-104.55,2011-07-14,2014-11-15,High Value
AW-8401,1946,18,108.11,-228.42,2011-02-05,2014-11-05,Medium Value
AW-9301,413,7,59.0,99.26,2012-07-13,2014-07-14,Low Value
AW-9302,370,3,123.33,-4.17,2013-11-22,2014-11-24,Low Value
AY-105551,802,7,114.57,304.41,2011-04-16,2014-06-04,Medium Value
AY-105552,3023,5,604.6,1041.77,2012-06-05,2014-08-04,High Value
AY-105553,1125,8,140.62,400.99,2011-06-03,2013-04-01,Medium Value
AY-105554,496,10,49.6,103.35,2011-04-06,2014-12-17,Low Value
AY-5551,660,8,82.5,1.87,2012-09-05,2014-04-27,Medium Value
AY-5552,2436,12,203.0,438.59,2011-08-29,2014-11-26,High Value
AZ-107501,742,4,185.5,-80.75,2013-06-06,2014-10-22,Medium Value
AZ-107502,1287,6,214.5,128.31,2012-01-14,2014-09-11,Medium Value
AZ-107503,5989,20,299.45,1404.05,2011-12-29,2014-05-19,High Value
AZ-107504,1624,12,135.33,154.95,2011-03-17,2014-07-24,Medium Value
AZ-7501,1461,13,112.38,-190.7,2011-12-12,2014-12-05,Medium Value
AZ-7502,96,1,96.0,31.68,2012-10-07,2012-10-07,Low Value
AZ-7503,672,12,56.0,-523.18,2011-04-15,2014-08-05,Medium Value
BB-109901,4719,22,214.5,-400.39,2011-04-05,2014-09-26,High Value
BB-109902,1808,10,180.8,314.86,2013-01-15,2014-12-17,Medium Value
BB-109903,1790,14,127.86,251.02,2011-06-20,2014-11-10,Medium Value
BB-109904,744,8,93.0,11.58,2011-07-27,2014-09-17,Medium Value
BB-115451,1286,7,183.71,195.87,2011-10-13,2014-11-18,Medium Value
BB-115452,6600,20,330.0,427.99,2012-06-11,2014-11-28,High Value
BB-115453,1146,10,114.6,47.72,2012-01-12,2014-11-21,Medium Value
BB-115454,6767,20,338.35,1015.08,2012-06-05,2014-12-03,High Value
BB-15451,131,4,32.75,48.18,2012-08-28,2014-07-28,Low Value
BB-15452,77,2,38.5,4.01,2014-07-31,2014-11-12,Low Value
BB-9901,507,4,126.75,74.13,2013-12-30,2014-11-11,Medium Value
BB-9902,315,4,78.75,48.23,2012-06-20,2014-10-14,Low Value
BC-111251,2829,6,471.5,1124.48,2011-04-23,2012-05-07,High Value
BC-111252,6941,37,187.59,1567.04,2011-04-12,2014-11-20,High Value
BC-111253,2086,12,173.83,-187.44,2011-11-07,2014-11-28,High Value
BC-111254,2934,18,163.0,251.6,2011-07-06,2014-06-12,High Value
BC-11251,85,4,21.25,25.53,2011-11-07,2014-12-02,Low Value
BC-11252,311,10,31.1,-295.25,2011-03-10,2014-08-22,Low Value
BD-113201,2828,8,353.5,-231.58,2013-04-19,2014-09-11,High Value
BD-113202,3189,16,199.31,249.11,2011-04-22,2014-06-09,High Value
BD-113203,1652,9,183.56,297.58,2011-09-09,2014-12-26,Medium Value
BD-113204,5721,19,301.11,1094.5,2012-05-31,2014-11-28,High Value
BD-115001,3761,6,626.83,815.83,2011-01-04,2014-10-04,High Value
BD-115002,2534,10,253.4,-56.38,2011-09-14,2014-12-12,High Value
BD-115003,2385,15,159.0,510.79,2011-05-13,2014-08-28,High Value
BD-115004,4410,10,441.0,1142.12,2011-02-02,2014-11-26,High Value
BD-115601,1066,7,152.29,1.11,2011-01-31,2014-11-17,Medium Value
BD-115602,5213,10,521.3,1175.22,2011-06-20,2014-10-17,High Value
BD-115603,2756,9,306.22,616.82,2011-06-13,2014-12-24,High Value
BD-115604,321,4,80.25,116.71,2012-05-30,2014-03-28,Low Value
BD-116051,3719,10,371.9,-49.86,2011-01-10,2014-04-09,High Value
BD-116052,1268,8,158.5,378.55,2012-01-17,2012-11-02,Medium Value
BD-116053,926,4,231.5,237.64,2011-06-07,2012-04-14,Medium Value
BD-116054,3288,20,164.4,634.85,2011-01-14,2014-09-25,High Value
BD-116201,3514,19,184.95,-419.34,2011-03-01,2014-08-16,High Value
BD-116202,2490,10,249.0,581.3,2012-08-07,2014-11-06,High Value
BD-116203,306,3,102.0,79.79,2013-08-23,2014-11-12,Low Value
BD-116204,1539,8,192.38,206.76,2011-06-30,2014-10-23,Medium Value
BD-116351,4867,13,374.38,836.69,2011-11-01,2014-05-05,High Value
BD-116352,4687,22,213.05,-11.12,2012-03-07,2014-12-19,High Value
BD-116353,1093,7,156.14,336.51,2011-04-12,2014-07-21,Medium Value
BD-116354,583,5,116.6,141.53,2011-10-05,2014-12-22,Medium Value
BD-117251,3901,16,243.81,539.62,2011-08-31,2014-07-08,High Value
BD-117252,1418,9,157.56,132.27,2011-03-25,2014-06-25,Medium Value
BD-117253,4035,17,237.35,568.27,2011-06-11,2014-12-27,High Value
BD-117254,1527,10,152.7,333.98,2012-07-03,2014-09-29,Medium Value
BD-117701,3106,12,258.83,681.62,2011-05-26,2014-10-17,High Value
BD-117702,3543,9,393.67,977.71,2011-07-27,2014-06-17,High Value
BD-117703,2859,17,168.18,597.22,2011-12-13,2014-11-26,High Value
BD-117704,658,10,65.8,141.26,2013-03-11,2014-02-07,Medium Value
BD-13201,57,1,57.0,16.98,2014-03-17,2014-03-17,Low Value
BD-13202,1829,16,114.31,196.08,2013-08-01,2014-12-26,Medium Value
BD-15001,52,3,17.33,-31.29,2011-12-26,2013-11-28,Low Value
BD-15601,137,2,68.5,-83.28,2013-03-19,2014-06-27,Low Value
BD-15602,1427,4,356.75,198.12,2011-12-12,2014-10-02,Medium Value
BD-16051,208,3,69.33,47.16,2012-07-07,2014-03-31,Low Value
BD-16052,481,3,160.33,177.33,2012-10-25,2014-01-13,Low Value
BD-16201,429,6,71.5,-172.14,2011-11-18,2014-05-29,Low Value
BD-16202,2494,21,118.76,708.06,2011-05-14,2014-09-05,High Value
BD-16351,592,9,65.78,94.01,2013-02-25,2013-09-23,Medium Value
BD-16352,5095,12,424.58,1394.68,2011-06-03,2014-02-10,High Value
BD-17251,2849,5,569.8,762.53,2013-11-05,2014-09-22,High Value
BD-17252,2229,19,117.32,138.49,2011-01-14,2014-08-05,High Value
BD-17701,1630,9,181.11,326.19,2011-01-31,2013-10-04,Medium Value
BD-17702,1775,7,253.57,-1195.73,2012-06-25,2014-05-07,Medium Value
BE-113351,10731,34,315.62,3112.92,2011-04-13,2014-11-26,High Value
BE-113352,5882,21,280.1,1488.33,2011-09-22,2014-10-02,High Value
BE-113353,6342,30,211.4,1701.67,2011-04-20,2014-10-13,High Value
BE-113354,4205,9,467.22,1487.77,2013-01-15,2014-09-03,High Value
BE-114101,5536,17,325.65,594.33,2012-03-09,2014-09-02,High Value
BE-114102,7623,16,476.44,1821.69,2012-11-15,2014-10-08,High Value
BE-114103,1131,12,94.25,226.17,2011-04-19,2014-06-24,Medium Value
BE-114104,2262,5,452.4,755.92,2013-02-07,2014-09-24,High Value
BE-114551,11483,24,478.46,-149.46,2011-03-04,2014-12-04,High Value
BE-114552,2971,13,228.54,335.96,2011-09-29,2014-12-28,High Value
BE-114553,1464,14,104.57,192.21,2012-09-27,2014-06-30,Medium Value
BE-114554,1728,13,132.92,139.2,2012-08-02,2014-04-21,Medium Value
BE-13351,705,5,141.0,-246.11,2011-11-22,2012-08-16,Medium Value
BE-13352,615,3,205.0,-134.58,2012-08-17,2013-06-07,Medium Value
BE-14101,1718,6,286.33,342.76,2011-04-08,2014-12-10,Medium Value
BE-14102,141,4,35.25,48.3,2011-06-20,2014-10-28,Low Value
BE-14551,937,3,312.33,350.31,2014-08-07,2014-08-07,Medium Value
BE-14552,403,2,201.5,109.8,2013-07-03,2013-07-03,Low Value
BF-10051,699,3,233.0,250.02,2011-04-25,2011-04-25,Medium Value
BF-10052,33,2,16.5,-73.59,2012-12-27,2012-12-27,Low Value
BF-10201,2217,7,316.71,321.81,2013-08-20,2014-07-25,High Value
BF-10202,789,9,87.67,-514.94,2014-06-04,2014-09-26,Medium Value
BF-10801,1568,8,196.0,5.61,2011-10-26,2013-02-26,Medium Value
BF-10802,2183,5,436.6,924.09,2012-06-29,2012-06-29,High Value
BF-10803,58,2,29.0,-32.76,2013-02-20,2014-06-05,Low Value
BF-109751,3856,21,183.62,486.0,2011-08-08,2014-11-26,High Value
BF-109752,2455,3,818.33,369.92,2012-08-31,2014-09-03,High Value
BF-109753,1196,5,239.2,133.65,2011-12-07,2013-07-19,Medium Value
BF-109754,600,13,46.15,227.44,2011-07-14,2014-10-01,Medium Value
BF-110051,14563,23,633.17,2272.49,2012-03-26,2014-12-23,High Value
BF-110052,3911,12,325.92,-430.38,2011-12-06,2014-11-07,High Value
BF-110053,3540,19,186.32,-611.49,2011-12-28,2014-10-01,High Value
BF-110054,1336,10,133.6,-291.38,2011-09-25,2014-11-22,Medium Value
BF-110201,1704,3,568.0,416.49,2011-12-16,2014-09-10,Medium Value
BF-110202,3939,15,262.6,576.88,2012-01-12,2014-12-16,High Value
BF-110203,1668,7,238.29,-162.13,2012-10-22,2014-06-26,Medium Value
BF-110204,2889,21,137.57,302.02,2011-02-16,2014-10-18,High Value
BF-110801,5973,20,298.65,922.99,2011-03-30,2014-11-06,High Value
BF-110802,2303,8,287.88,-47.9,2013-05-31,2014-01-31,High Value
BF-110803,1583,6,263.83,201.55,2012-02-27,2014-07-26,Medium Value
BF-110804,274,6,45.67,110.93,2011-11-28,2014-12-06,Low Value
BF-111701,7092,14,506.57,986.7,2011-06-30,2014-11-04,High Value
BF-111702,6134,22,278.82,965.36,2011-09-03,2014-11-03,High Value
BF-111703,3179,15,211.93,368.94,2012-04-06,2014-12-12,High Value
BF-111704,5909,27,218.85,1538.21,2011-04-13,2014-12-15,High Value
BF-112151,4587,23,199.43,1122.54,2011-02-16,2014-08-20,High Value
BF-112152,2734,9,303.78,-1831.04,2012-05-01,2014-12-05,High Value
BF-112153,4064,14,290.29,1064.19,2012-05-25,2013-09-05,High Value
BF-112154,1586,8,198.25,523.21,2011-11-09,2014-10-27,Medium Value
BF-112751,407,2,203.5,80.91,2012-12-25,2012-12-25,Low Value
BF-112752,4357,16,272.31,211.72,2011-11-09,2014-12-25,High Value
BF-112753,4024,24,167.67,246.57,2011-05-11,2014-12-25,High Value
BF-112754,791,4,197.75,25.87,2011-03-22,2014-11-04,Medium Value
BF-11701,268,3,89.33,20.4,2013-03-22,2013-06-29,Low Value
BF-11702,637,5,127.4,255.48,2012-12-06,2014-06-21,Medium Value
BF-12151,399,8,49.88,-237.59,2013-04-13,2014-09-05,Low Value
BF-12751,24,1,24.0,0.96,2011-12-09,2011-12-09,Low Value
BF-12752,985,11,89.55,95.42,2012-04-04,2014-08-25,Medium Value
BF-9751,1009,10,100.9,345.25,2011-12-06,2014-03-20,Medium Value
BF-9752,722,10,72.2,271.47,2011-09-21,2014-12-09,Medium Value
BG-10351,124,1,124.0,-219.8,2013-05-10,2013-05-10,Low Value
BG-110351,6713,23,291.87,1175.61,2011-11-29,2014-09-06,High Value
BG-110352,7445,9,827.22,747.36,2011-09-27,2014-12-02,High Value
BG-110353,2942,22,133.73,538.44,2011-12-21,2014-08-18,High Value
BG-110354,2799,12,233.25,-711.43,2011-11-05,2014-12-03,High Value
BG-116951,3436,17,202.12,295.53,2012-03-20,2014-10-24,High Value
BG-116952,662,2,331.0,-351.33,2013-12-13,2013-12-13,Medium Value
BG-116953,4753,12,396.08,517.2,2011-12-08,2014-12-22,High Value
BG-116954,1873,8,234.12,107.57,2011-05-11,2014-11-25,Medium Value
BG-117401,4900,7,700.0,-245.9,2011-07-19,2014-10-08,High Value
BG-117402,3270,14,233.57,849.38,2013-08-15,2014-12-25,High Value
BG-117403,5513,15,367.53,1362.09,2011-10-27,2014-09-04,High Value
BG-117404,1006,7,143.71,119.35,2011-03-23,2014-11-04,Medium Value
BG-16951,413,8,51.62,-174.3,2011-04-30,2014-11-17,Low Value
BG-16952,76,2,38.0,22.65,2013-09-07,2013-09-07,Low Value
BG-17401,145,4,36.25,17.85,2014-06-18,2014-12-15,Low Value
BG-17402,547,9,60.78,-676.15,2014-10-16,2014-11-18,Medium Value
BH-117101,2412,7,344.57,594.75,2011-01-06,2014-12-03,High Value
BH-117102,7089,10,708.9,1928.68,2012-07-23,2014-11-10,High Value
BH-117103,7779,29,268.24,-82.27,2011-10-07,2014-11-10,High Value
BH-117104,6256,24,260.67,802.79,2011-06-09,2014-12-08,High Value
BH-17101,1333,8,166.62,613.2,2011-12-30,2014-04-02,Medium Value
BH-17102,3251,19,171.11,1019.8,2012-01-27,2014-09-29,High Value
BK-112601,6899,12,574.92,1664.76,2013-05-16,2014-12-03,High Value
BK-112602,3859,17,227.0,341.26,2011-04-11,2014-12-05,High Value
BK-112603,1877,12,156.42,447.2,2011-06-02,2014-09-15,Medium Value
BK-112604,659,16,41.19,-63.76,2011-08-03,2014-10-15,Medium Value
BK-12601,214,2,107.0,100.11,2014-08-29,2014-08-29,Low Value
BK-12602,78,5,15.6,-41.89,2011-10-11,2014-11-21,Low Value
BM-111401,6930,19,364.74,140.22,2011-11-23,2014-08-11,High Value
BM-111402,1344,8,168.0,56.52,2011-09-23,2014-12-20,Medium Value
BM-111403,5250,24,218.75,322.58,2011-12-01,2014-12-23,High Value
BM-111404,11791,16,736.94,-1659.96,2011-09-08,2014-02-27,High Value
BM-11401,86,2,43.0,-50.51,2011-06-02,2013-12-26,Low Value
BM-11402,1772,9,196.89,94.22,2011-08-25,2014-12-18,Medium Value
BM-115751,6011,16,375.69,-667.82,2011-03-14,2014-11-17,High Value
BM-115752,625,5,125.0,90.76,2012-09-08,2014-09-29,Medium Value
BM-115753,2908,11,264.36,291.95,2011-12-16,2014-11-27,High Value
BM-115754,809,10,80.9,95.58,2012-09-15,2014-09-22,Medium Value
BM-116501,835,5,167.0,94.52,2013-05-03,2014-07-28,Medium Value
BM-116502,3296,19,173.47,637.89,2011-09-06,2014-07-30,High Value
BM-116503,3497,11,317.91,995.49,2013-08-19,2014-06-16,High Value
BM-116504,7293,29,251.48,2199.28,2011-07-09,2014-11-28,High Value
BM-117851,10399,34,305.85,932.06,2011-03-10,2014-11-21,High Value
BM-117852,4330,11,393.64,703.41,2011-08-24,2014-12-29,High Value
BM-117853,2377,9,264.11,263.47,2012-06-19,2014-11-25,High Value
BM-117854,1338,14,95.57,137.74,2011-06-06,2014-05-27,Medium Value
BM-15751,1368,7,195.43,510.66,2013-05-08,2014-11-21,Medium Value
BM-15752,334,6,55.67,-38.99,2011-01-22,2014-06-17,Low Value
BM-16501,341,4,85.25,79.21,2011-08-15,2011-09-29,Low Value
BM-16502,17,1,17.0,6.51,2011-11-04,2011-11-04,Low Value
BM-16503,2180,9,242.22,372.95,2011-09-13,2013-09-06,High Value
BM-17851,2096,14,149.71,437.5,2011-04-15,2014-10-08,High Value
BM-17852,149,2,74.5,38.43,2013-03-30,2014-11-13,Low Value
BN-114701,13672,21,651.05,1268.18,2011-11-30,2014-07-04,High Value
BN-114702,3729,10,372.9,-599.0,2013-12-05,2014-11-26,High Value
BN-114703,5710,20,285.5,842.25,2012-08-29,2014-12-20,High Value
BN-114704,266,6,44.33,36.61,2011-09-12,2014-12-07,Low Value
BN-115151,1364,10,136.4,220.11,2012-10-31,2014-10-17,Medium Value
BN-115152,2433,13,187.15,631.05,2012-10-05,2014-12-11,High Value
BN-115153,5014,16,313.38,826.83,2012-06-23,2013-10-25,High Value
BN-115154,1460,17,85.88,340.71,2011-03-17,2014-12-22,Medium Value
BN-14701,1325,8,165.62,387.3,2011-11-22,2014-12-09,Medium Value
BN-14702,1498,5,299.6,188.71,2012-12-17,2014-11-10,Medium Value
BN-15151,773,4,193.25,207.42,2011-09-12,2014-09-23,Medium Value
BN-15152,1834,5,366.8,317.95,2013-06-05,2014-12-04,Medium Value
BO-113501,3754,15,250.27,249.93,2012-06-18,2014-08-14,High Value
BO-113502,815,4,203.75,8.9,2012-05-15,2014-09-11,Medium Value
BO-113503,225,3,75.0,17.59,2011-10-13,2011-12-13,Low Value
BO-113504,2682,12,223.5,278.78,2013-01-03,2014-08-16,High Value
BO-114251,1939,11,176.27,233.21,2011-09-01,2014-12-26,Medium Value
BO-114252,6314,23,274.52,571.35,2011-02-26,2014-07-10,High Value
BO-114253,3974,7,567.71,1040.89,2013-03-18,2014-09-25,High Value
BO-114254,131,2,65.5,59.45,2012-09-10,2014-10-17,Low Value
BO-13501,477,6,79.5,-15.94,2012-11-20,2014-12-10,Low Value
BO-13502,140,7,20.0,-124.04,2012-12-27,2014-02-06,Low Value
BO-14251,1560,6,260.0,452.73,2012-09-21,2014-12-30,Medium Value
BO-14252,1111,8,138.88,199.2,2011-12-28,2013-12-21,Medium Value
BP-10501,2953,8,369.12,969.38,2011-07-11,2014-09-02,High Value
BP-10502,2031,12,169.25,276.5,2011-03-05,2014-12-20,High Value
BP-10951,414,4,103.5,3.76,2013-12-30,2014-05-28,Low Value
BP-10952,1346,11,122.36,381.07,2012-08-06,2014-12-20,Medium Value
BP-110501,671,7,95.86,-190.16,2012-04-05,2014-01-02,Medium Value
BP-110502,1581,12,131.75,216.5,2012-09-05,2014-12-26,Medium Value
BP-110503,2170,11,197.27,608.96,2011-05-12,2014-11-20,High Value
BP-110504,983,7,140.43,209.78,2011-10-12,2014-10-09,Medium Value
BP-110951,900,8,112.5,-156.97,2011-02-08,2014-11-08,Medium Value
BP-110952,2425,14,173.21,280.06,2011-10-22,2014-12-29,High Value
BP-110953,2560,13,196.92,42.37,2011-01-14,2014-02-04,High Value
BP-110954,2442,20,122.1,433.98,2011-06-07,2014-12-14,High Value
BP-111551,801,8,100.12,57.89,2011-09-16,2014-11-29,Medium Value
BP-111552,7590,19,399.47,1971.92,2011-08-10,2014-11-12,High Value
BP-111553,3610,9,401.11,718.11,2011-09-16,2014-11-19,High Value
BP-111554,1698,11,154.36,647.38,2012-06-04,2014-10-03,Medium Value
BP-111851,4436,8,554.5,1288.24,2011-12-07,2014-11-25,High Value
BP-111852,4348,17,255.76,587.76,2011-12-10,2014-12-18,High Value
BP-111853,2919,12,243.25,-250.11,2011-09-23,2013-10-11,High Value
BP-111854,3676,18,204.22,363.6,2012-03-24,2014-12-30,High Value
BP-112301,4264,13,328.0,1045.48,2012-02-25,2014-10-20,High Value
BP-112302,5519,12,459.92,815.24,2011-04-01,2014-08-04,High Value
BP-112303,1612,11,146.55,-1195.52,2011-06-24,2014-09-09,Medium Value
BP-112304,1181,6,196.83,-197.27,2011-04-20,2014-11-22,Medium Value
BP-112901,3172,11,288.36,504.66,2011-08-27,2014-09-22,High Value
BP-112902,3892,9,432.44,1296.44,2011-08-22,2014-12-18,High Value
BP-112903,2908,14,207.71,376.8,2011-06-06,2014-04-18,High Value
BP-112904,2472,16,154.5,-319.06,2011-10-03,2014-12-19,High Value
BP-11551,87,2,43.5,36.87,2013-11-07,2013-11-07,Low Value
BP-11552,175,3,58.33,23.1,2012-05-01,2012-05-01,Low Value
BP-11553,850,6,141.67,120.93,2011-06-08,2014-04-14,Medium Value
BP-11851,580,8,72.5,-11.69,2013-08-19,2014-12-27,Medium Value
BP-11852,850,11,77.27,-633.84,2012-11-08,2014-12-26,Medium Value
BP-12301,5496,19,289.26,268.96,2011-08-02,2013-12-07,High Value
BP-12302,642,6,107.0,175.33,2011-05-13,2014-10-09,Medium Value
BP-12901,65,1,65.0,11.7,2013-12-27,2013-12-27,Low Value
BP-12902,318,4,79.5,87.57,2011-01-18,2012-12-10,Low Value
BS-113651,1321,8,165.12,451.62,2014-05-17,2014-12-31,Medium Value
BS-113652,4186,10,418.6,1397.32,2011-10-15,2014-09-03,High Value
BS-113653,6543,33,198.27,1215.72,2012-01-28,2014-12-06,High Value
BS-113654,10502,9,1166.89,2616.06,2011-05-04,2013-06-21,High Value
BS-113801,8133,16,508.31,342.15,2012-10-30,2014-09-08,High Value
BS-113802,1671,9,185.67,376.42,2011-06-06,2014-09-29,Medium Value
BS-113803,4614,21,219.71,1075.66,2011-02-26,2014-04-03,High Value
BS-113804,3888,13,299.08,-17.53,2011-11-29,2014-12-03,High Value
BS-115901,2791,18,155.06,223.9,2011-04-22,2014-10-10,High Value
BS-115902,4036,14,288.29,519.51,2011-04-22,2013-12-25,High Value
BS-115903,2078,8,259.75,658.27,2011-08-25,2013-10-30,High Value
BS-115904,2455,10,245.5,381.78,2011-01-15,2014-11-26,High Value
BS-116651,4658,9,517.56,546.93,2011-11-03,2014-09-03,High Value
BS-116652,3734,14,266.71,228.23,2012-03-13,2014-12-02,High Value
BS-116653,5789,16,361.81,2098.26,2011-11-02,2014-11-25,High Value
BS-116654,3288,11,298.91,238.74,2011-06-23,2013-05-28,High Value
BS-117551,6031,16,376.94,777.41,2011-06-02,2014-03-24,High Value
BS-117552,4698,18,261.0,378.5,2011-11-11,2014-12-25,High Value
BS-117553,4263,23,185.35,152.12,2011-06-28,2014-12-13,High Value
BS-117554,2564,14,183.14,-113.3,2011-05-18,2014-12-30,High Value
BS-118001,4711,8,588.88,873.92,2012-05-14,2014-05-26,High Value
BS-118002,3002,15,200.13,431.78,2012-06-29,2014-08-19,High Value
BS-118003,2224,13,171.08,352.11,2011-10-08,2014-12-22,High Value
BS-118004,950,8,118.75,194.05,2012-09-26,2014-04-10,Medium Value
BS-13651,807,5,161.4,258.87,2012-08-06,2013-05-07,Medium Value
BS-13652,152,3,50.67,29.31,2014-05-12,2014-11-24,Low Value
BS-13801,160,5,32.0,-0.13,2013-10-29,2014-08-22,Low Value
BS-13802,310,2,155.0,38.46,2012-07-10,2013-10-30,Low Value
BS-15901,35,2,17.5,10.71,2011-04-28,2013-04-23,Low Value
BS-15902,784,6,130.67,251.52,2011-04-20,2014-05-08,Medium Value
BS-16651,1016,12,84.67,249.66,2013-01-14,2013-08-09,Medium Value
BS-16652,4088,9,454.22,251.06,2011-05-14,2014-08-01,High Value
BS-17551,1675,11,152.27,-695.05,2012-01-13,2014-03-11,Medium Value
BS-17552,3,1,3.0,-2.72,2012-10-05,2012-10-05,Low Value
BS-18001,4163,14,297.36,235.07,2011-07-07,2014-12-20,High Value
BS-18002,2203,11,200.27,696.27,2011-03-01,2013-12-06,High Value
BT-113051,2394,8,299.25,-52.22,2013-08-15,2014-04-22,High Value
BT-113052,2919,17,171.71,545.69,2011-11-22,2014-12-03,High Value
BT-113053,2443,18,135.72,-2.89,2011-01-04,2014-09-29,High Value
BT-113054,2568,9,285.33,417.59,2011-04-25,2014-01-29,High Value
BT-113951,3596,12,299.67,909.76,2011-09-19,2014-10-07,High Value
BT-113952,5228,20,261.4,1481.31,2011-03-10,2014-12-03,High Value
BT-113953,337,2,168.5,94.98,2013-04-19,2014-03-12,Low Value
BT-113954,2188,10,218.8,257.92,2011-10-28,2014-03-04,High Value
BT-114401,3168,8,396.0,166.72,2011-08-30,2014-11-10,High Value
BT-114402,2016,10,201.6,76.9,2011-12-20,2014-02-17,High Value
BT-114403,2476,8,309.5,124.84,2011-12-24,2013-12-30,High Value
BT-114404,605,7,86.43,-77.53,2011-06-04,2013-06-19,Medium Value
BT-114851,2681,18,148.94,438.7,2012-11-07,2014-10-14,High Value
BT-114852,4105,17,241.47,271.33,2011-02-04,2014-07-24,High Value
BT-114853,1678,14,119.86,333.85,2012-02-15,2014-12-01,Medium Value
BT-114854,415,3,138.33,126.87,2012-12-27,2013-03-12,Low Value
BT-115301,6924,8,865.5,237.43,2012-02-27,2014-11-04,High Value
BT-115302,2488,14,177.71,192.7,2011-11-22,2014-11-18,High Value
BT-115303,1711,12,142.58,91.21,2013-12-11,2014-11-28,Medium Value
BT-115304,2684,10,268.4,409.5,2011-05-21,2014-10-01,High Value
BT-116801,8849,19,465.74,1969.79,2011-03-16,2014-12-13,High Value
BT-116802,1499,7,214.14,-782.94,2011-12-06,2012-03-02,Medium Value
BT-116803,543,6,90.5,29.31,2011-10-13,2014-09-06,Medium Value
BT-116804,3197,20,159.85,447.75,2011-11-28,2014-12-11,High Value
BT-13051,916,13,70.46,-80.62,2012-08-20,2014-11-30,Medium Value
BT-13052,391,5,78.2,36.37,2011-10-05,2013-06-14,Low Value
BT-13951,205,5,41.0,-255.13,2013-04-02,2014-11-28,Low Value
BT-13952,244,1,244.0,56.1,2014-06-24,2014-06-24,Low Value
BT-14401,541,5,108.2,154.97,2013-10-07,2014-09-01,Medium Value
BT-14402,1594,15,106.27,-915.69,2011-04-04,2014-09-29,Medium Value
BT-14851,174,4,43.5,35.88,2011-01-25,2013-09-30,Low Value
BT-14852,2630,9,292.22,-267.01,2013-06-10,2014-09-25,High Value
BT-15301,105,4,26.25,-37.52,2011-12-01,2013-09-27,Low Value
BT-15302,832,3,277.33,395.79,2014-01-13,2014-01-13,Medium Value
BT-15303,599,4,149.75,164.53,2011-01-26,2012-07-18,Medium Value
BT-16801,482,4,120.5,83.46,2011-12-22,2014-11-04,Low Value
BT-16802,326,2,163.0,48.18,2013-11-05,2014-07-02,Low Value
BV-112451,6258,13,481.38,510.5,2012-12-17,2014-08-16,High Value
